index,state_year,R1M20,R1M40,R1M60,R1M80,R1F20,R1F40,R1F60,R1F80,R2M20,R2M40,R2M60,R2M80,R2F20,R2F40,R2F60,R2F80,R3M20,R3M40,R3M60,R3M80,R3F20,R3F40,R3F60,R3F80,R4M20,R4M40,R4M60,R4M80,R4F20,R4F40,R4F60,R4F80,R5M20,R5M40,R5M60,R5M80,R5F20,R5F40,R5F60,R5F80,R6M20,R6M40,R6M60,R6M80,R6F20,R6F40,R6F60,R6F80
178,UT-2008,1686006,1523514,1079192,519330,862110,775966,540204,247588,26232,20516,11822,2742,13782,12140,7340,1536,30180,25228,16134,4308,15356,13000,7776,2000,29452,41130,26120,9046,14586,19312,11652,3892,20944,16404,8160,2264,10870,8630,4236,1150,63076,27036,10406,2710,32254,13554,5196,1314
179,UT-2009,1720372,1548302,1095566,539912,879728,788538,548290,257652,27832,21852,12416,2964,14600,12934,7730,1632,31136,26166,16626,4526,15722,13592,8020,2138,30844,42726,27472,9592,15320,20144,12250,4120,21990,17202,8526,2428,11470,9088,4456,1212,67206,29114,10978,2898,34410,14504,5426,1386
180,VT-2006,297488,289384,383824,179866,153540,144870,189172,85704,4532,3542,2058,556,2426,2004,1282,312,1272,1286,1686,540,658,688,838,288,4542,5936,3038,990,2056,2768,1226,440,96,132,88,28,56,76,40,12,7862,4152,3694,1226,3912,1958,1684,610
181,VT-2007,292790,286684,381250,188010,151080,143666,187770,89874,4764,3644,2212,562,2506,2068,1362,336,1190,1224,1698,570,598,646,846,302,4738,6196,3270,1008,2158,2782,1314,446,94,150,84,34,54,86,40,12,8366,4250,3732,1332,4186,2046,1742,676
182,VT-2008,288386,284958,378768,195538,148758,143132,186130,93928,5146,3896,2314,658,2660,2276,1370,388,1192,1218,1688,582,614,654,840,316,4708,5994,3398,1102,2174,2730,1386,476,80,134,94,34,40,76,48,12,8754,4464,3836,1372,4368,2144,1804,674
183,VT-2009,282914,283780,375680,203528,145818,142686,184226,98312,5312,4552,2428,688,2726,2530,1474,390,1206,1268,1636,590,630,702,802,314,4872,6196,3590,1166,2258,2700,1516,486,90,126,98,34,54,80,48,12,9188,4706,4044,1422,4562,2306,1908,700
184,VA-2006,2769368,3028674,3365666,1605690,1422202,1549652,1666274,753116,935452,875514,848050,313396,473128,425900,397170,134598,19402,23290,19090,5330,9776,12618,9656,2712,198622,281222,205338,70318,101128,135174,91918,31630,4102,5866,2962,708,2116,3224,1424,334,166228,79692,45610,13072,83700,38050,21604,6012
185,VA-2007,2767030,3029490,3348962,1679296,1420310,1549998,1657408,791426,934806,877798,861554,324650,472952,427146,403448,140074,20640,24522,19700,5852,10418,13296,10094,2940,208338,291330,215312,76294,105896,139446,96750,34184,4248,6164,3132,766,2200,3388,1500,372,179082,85182,48082,14176,90010,40682,22762,6550
186,VA-2008,2764560,3036114,3345044,1742246,1419180,1553716,1656992,822846,933350,883278,874168,337480,472116,429948,409470,146442,21814,25982,20450,6272,11070,14178,10450,3144,217914,299254,225988,81956,110614,142684,102046,36584,4512,6370,3354,820,2344,3558,1598,390,192140,91374,50392,15136,96626,43382,23852,6996
187,VA-2009,2758474,3048562,3355424,1803358,1415428,1558814,1661844,853510,933564,890440,884816,352448,471952,432676,414862,153268,23714,27310,21138,6750,12054,14870,10840,3420,227228,305508,237834,88488,115374,144994,107892,39200,4710,6650,3572,962,2450,3648,1694,474,205994,97302,53552,16314,103374,46150,25234,7626
188,WA-2006,2716298,2870368,3221126,1468278,1396768,1469664,1608806,704742,149966,148284,121410,32862,77460,81600,67578,16690,79496,67122,56366,17254,41076,34104,27652,8172,216360,300686,235274,90316,108894,142310,102578,37052,26282,25424,15616,3704,13264,12868,7800,1804,239458,122378,69068,18240,121280,58740,32912,8502
189,WA-2007,2719142,2884200,3216868,1548856,1397708,1474808,1606326,745740,152902,149740,125102,34910,78986,81888,69974,17806,81868,68776,57620,18456,42306,35236,28140,8822,224262,311202,244952,96476,112984,147104,106782,39888,27670,26632,16630,4038,14012,13444,8282,1968,253336,130186,71806,19876,128542,62172,34206,9212
190,WA-2008,2723350,2918450,3217648,1618916,1399360,1498272,1608958,780088,156096,156532,129100,36704,80732,86470,72468,18726,84490,71042,58714,19538,43856,36384,28982,9372,231862,320168,254544,102658,116666,151608,111280,42580,29190,28590,17378,4346,14774,14542,8690,2130,267550,139108,74944,21232,135774,66860,35722,9828
191,WA-2009,2730592,2941736,3225164,1694156,1402710,1511974,1614216,817132,159036,161874,133118,39662,82286,89744,74896,20348,84624,73288,59946,20904,43808,37800,29620,10054,239624,328412,264722,109882,120730,155344,116062,45844,30524,30216,18470,4822,15544,15424,9254,2358,283374,148108,78410,22952,143724,71508,37422,10612
192,WV-2006,816208,863150,1041594,595378,418390,433216,515124,277386,33982,35708,34188,13428,17798,20820,18240,5920,1670,2146,2792,1048,922,1212,1502,528,5708,8758,5850,2686,2866,4464,2514,1282,250,398,212,84,128,214,104,40,21564,8540,6692,3398,10926,4194,3288,1618
193,WV-2007,814598,858008,1033272,614772,417084,431298,510974,287916,34238,36286,34636,13780,17962,21266,18528,6212,1642,2152,2872,1092,886,1230,1554,564,5728,9050,5972,2846,2898,4700,2580,1344,264,368,218,90,132,168,102,42,23312,8970,6984,3598,11782,4454,3414,1704
194,WV-2008,814068,852830,1027950,630560,417054,428724,508630,296478,34512,36974,34976,14240,18080,21770,18794,6536,1738,2136,2858,1172,962,1210,1550,572,5884,8960,6134,3014,2914,4470,2726,1376,288,420,218,82,160,236,108,40,25296,9550,7100,3754,12820,4694,3510,1778
195,WV-2009,811734,850336,1022298,649040,415882,427992,505706,306986,34986,37884,35496,14692,18382,22464,19298,6888,1620,2216,2874,1228,870,1298,1566,622,6036,9530,6176,3178,2990,4726,2774,1456,274,350,188,82,144,170,88,36,27086,9970,7294,3962,13702,4952,3568,1888
196,WI-2006,2535090,2546044,3012902,1442248,1300552,1301770,1515710,680290,271100,206354,157872,48482,138354,101238,75012,20882,40840,33100,27284,8136,20946,16968,13392,3718,91174,87274,40748,12612,45720,43672,19300,5448,1542,1756,978,288,842,964,472,152,87192,33536,17810,4968,43584,15988,8764,2296
197,WI-2007,2522368,2534912,3014262,1492024,1293952,1296446,1515722,707114,274080,209498,161286,50578,139700,103306,77156,21772,41614,33708,28110,8718,21280,17342,13758,4058,93028,90592,42882,13228,46400,45150,20412,5744,1570,1804,1012,292,850,952,506,140,92960,35456,18442,5338,46430,16820,9100,2508
198,WI-2008,2508264,2527160,3016054,1534422,1286662,1292120,1516330,729808,276910,212444,164574,52922,140982,104714,79062,23050,42138,34264,28892,9136,21548,17634,14206,4218,95108,93618,44970,14296,47238,46662,21304,6222,1620,1808,1110,314,896,980,522,168,98340,37518,19298,5684,49186,17830,9494,2692
199,WI-2009,2492972,2518368,3014398,1581484,1278858,1286230,1514816,755348,278072,216746,167590,55318,141786,106986,80618,24208,42516,34852,29546,9628,21714,18042,14616,4454,96594,96592,47284,15468,48014,47996,22458,6692,1644,1902,1224,328,904,1042,550,172,103918,39838,19990,6116,51794,19016,9792,2902
200,WY-2006,258664,255680,298638,139606,133956,132772,151856,68822,3218,3390,1960,622,1716,2196,1160,334,10376,7598,5970,1930,5404,3956,2946,934,1838,3160,1970,698,940,1510,740,218,334,358,204,60,174,212,84,24,7990,3954,2816,1020,4114,1932,1346,536
201,WY-2007,263662,264778,298636,146396,136880,137930,152096,72348,3336,3590,2180,648,1768,2428,1296,346,10878,7826,6168,2012,5462,4022,3074,954,1926,3218,1974,834,932,1424,722,274,316,374,234,60,136,232,98,26,8596,4318,2830,1166,4448,2172,1326,642
202,WY-2008,269192,271698,299498,152558,139428,141920,152470,75868,3370,3476,2162,690,1808,2244,1296,382,11198,8028,6276,2200,5600,4200,3116,1060,1982,3348,2212,830,956,1512,862,254,330,366,240,64,176,202,106,26,9124,4536,2996,1204,4646,2292,1422,642
203,WY-2009,275894,280956,301036,158312,142464,147616,153548,79036,3588,4020,2334,706,1928,2678,1424,388,11194,8446,6380,2326,5642,4450,3188,1116,2212,3526,2464,844,1082,1674,914,304,320,364,250,66,160,212,122,28,9702,4930,3052,1286,4962,2442,1404,690
